address,symbol,name,decimals,logo_uri,price_usdc,market_cap,liquidity_usd,volume_24h,price_change_24h,age_hours,pair_created_at,route_count,dexes,price_impact,has_dexscreener_data,is_tradeable,first_discovered_at,last_updated_at,discovery_source,tags,metadata,tx_count_24h,has_verified_contract,has_rug_check,rug_score,issues,quality_score,jupiter_ok,dex_ok,holders,invest_score
33m3WP5c2JMebdY7hLNbaZxVnC12uKww3DoSkZQvxYf4,BATCAT,Batcat,9,https://bafkreig3noif5ce5z6omgfql36lvo3syr3ymupqhh4zi2lbcskmyrftkdm.ipfs.nftstorage.link,,,,,,,,,[],,0,0,2025-07-24 18:02:14,2025-07-24 18:02:14,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://bafkreig3noif5ce5z6omgfql36lvo3syr3ymupqhh4zi2lbcskmyrftkdm.ipfs.nftstorage.link"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,6.0,0,0,,
25Bqzr3pwVPNyp9saMiTPRW8G5n3XGJTdR3XwQaNpump,MEOW,Meow Money,6,https://cf-ipfs.com/ipfs/Qmckror7h9SKacJas95tAqwovdJthPHkKdRi8ayuhqud1M,,,,,,,,,[],,0,0,2025-07-24 18:02:15,2025-07-24 18:02:15,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://cf-ipfs.com/ipfs/Qmckror7h9SKacJas95tAqwovdJthPHkKdRi8ayuhqud1M"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,6.0,0,0,,
3crQYnXp7anaWQEaC7ZyGr8UWitdbc3oMLkyKW2Kpump,CD,CTOwifDEV,6,https://cf-ipfs.com/ipfs/QmfZTGXx82FhAmtBcCXAj9X6JLeWDA98SP5jEq8rEv9NGh,,,,,,,,,[],,0,0,2025-07-24 18:02:16,2025-07-24 18:02:16,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://cf-ipfs.com/ipfs/QmfZTGXx82FhAmtBcCXAj9X6JLeWDA98SP5jEq8rEv9NGh"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,6.0,0,0,,
qZMmj4uMURQTZdsS6Q8wZwvugtWHM6XTx9fc5AeTgj5,KEI,Kei Cenot,9,https://bafkreic3utqkfysuk347um7dzcb4fni34zjwsjzdxe6liwt446qiyjpf7i.ipfs.nftstorage.link,,,,,,,,,[],,0,0,2025-07-24 18:02:16,2025-07-24 18:02:16,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://bafkreic3utqkfysuk347um7dzcb4fni34zjwsjzdxe6liwt446qiyjpf7i.ipfs.nftstorage.link"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,6.0,0,0,,
7Nj5DBnPTo3e5m7zbcjNe8t1cRwAToY354QseXE7pump,2g‘s,Baby fuku and friend hakuso ,6,https://cf-ipfs.com/ipfs/QmUcmXgH24bNPNWJq2VP1b8z1Gpc332usSNzSVyXbVrUv3,,,,,,,,,[],,0,0,2025-07-24 18:02:17,2025-07-24 18:02:17,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://cf-ipfs.com/ipfs/QmUcmXgH24bNPNWJq2VP1b8z1Gpc332usSNzSVyXbVrUv3"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,6.0,0,0,,
4UVdiU5Cb3Ad17ds3HFKz5zcaNMDaC6aUpYwZQ6DVpka,TWIF,TateWifHatSol,9,https://arweave.net/0zptx6ifpkuNh3Jhh9vfOholjMC0Mi4Be2sjgAez5IY,,,,,,,,,[],,0,0,2025-07-24 18:02:18,2025-07-24 18:02:18,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://arweave.net/0zptx6ifpkuNh3Jhh9vfOholjMC0Mi4Be2sjgAez5IY"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,6.0,0,0,,
FWZr5i7xHD7XUrbceViSAwwBWiyJNWk4ajURZDSKkXEt,DD,DragonDough,9,https://arweave.net/T8YFTw8XPqkZy8U0ACFX4s9VR_5Z8SjBUsefACqq6VM,,,,,,,,,[],,0,0,2025-07-24 18:02:19,2025-07-24 18:02:19,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://arweave.net/T8YFTw8XPqkZy8U0ACFX4s9VR_5Z8SjBUsefACqq6VM"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,6.0,0,0,,
CWE8jPTUYhdCTZYWPTe1o5DFqfdjzWKc9WKz6rSjQUdG,soLINK,Wrapped Chainlink (Sollet),6,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CWE8jPTUYhdCTZYWPTe1o5DFqfdjzWKc9WKz6rSjQUdG/logo.png,,2309391.0,2108.94,31.21,-0.07,23269.401714443495,1669610361000,,[],,1,0,2025-07-24 18:03:27,2025-07-24 18:03:27,jupiter,"[""old-registry"", ""solana-fm""]","{""jupiter_data"": {""logoURI"": ""https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CWE8jPTUYhdCTZYWPTe1o5DFqfdjzWKc9WKz6rSjQUdG/logo.png"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,11.0,0,0,,
hKNwLYNFLCVeLY9Geic6wyhcJxxMTurQtDoYdujjVjj,BEM,Black Elon Musk,8,https://gateway.irys.xyz/hcD_HqRy0J_8sEbNpPX-81G9-abDQrMi8kr0YrDpwW8,,,,,,,,,[],,0,0,2025-07-24 18:03:28,2025-07-24 18:03:28,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://gateway.irys.xyz/hcD_HqRy0J_8sEbNpPX-81G9-abDQrMi8kr0YrDpwW8"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,11.0,0,0,,
A3hkUyKHeEX2cV2RWgxaKxQiggheyNY1PbgduRnMvqhj,GM,Good Morning Pepe Department,6,https://bafybeiaqdj3ebbskdocr3meabtu56k6m4hcjv3lfsbedhmal73v2j4uudq.ipfs.nftstorage.link,,,,,,,,,[],,0,0,2025-07-24 18:03:29,2025-07-24 18:03:29,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://bafybeiaqdj3ebbskdocr3meabtu56k6m4hcjv3lfsbedhmal73v2j4uudq.ipfs.nftstorage.link"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,11.0,0,0,,
GsFnTPQae3kd9Kd5zXZTkgpmtjD7Bg4mjsuXvC939vnF,AIROSE,AI ROSE,9,https://bafybeiesio6zfo3axnnprfv7w6voczgd2q6cl7j4kwxgii2m664uo5dvda.ipfs.nftstorage.link,,,,,,,,,[],,0,0,2025-07-24 18:03:29,2025-07-24 18:03:29,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://bafybeiesio6zfo3axnnprfv7w6voczgd2q6cl7j4kwxgii2m664uo5dvda.ipfs.nftstorage.link"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,11.0,0,0,,
ceb8dgFQd1LZKSMtbnDjg9J9P2updWNkyYsi2KWcCHw,CUCKCHAIR,CUCK CHAIR,6,https://pbs.twimg.com/media/GLFK_QvaoAA7hwe?format=jpg&name=small,,,,,,,,,[],,0,0,2025-07-24 18:03:30,2025-07-24 18:03:30,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://pbs.twimg.com/media/GLFK_QvaoAA7hwe?format=jpg&name=small"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,10.0,0,0,,
81zW8ih92R7yF3TdCPvSi433Bi9EhU1xC2HZ5teq3gaW,ELONPHANT,Elonphant Musk,9,https://i.imgur.com/SErkVYJ.png,,,,,,,,,[],,0,0,2025-07-24 18:03:31,2025-07-24 18:03:31,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://i.imgur.com/SErkVYJ.png"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,10.0,0,0,,
72fncYab9aL558SaERdZVuxhNLjBXtxeJoCVKYBUpump,TRUMPIL,TRUMPIL,6,https://cf-ipfs.com/ipfs/QmbZ6pW1j8ZkZyrRdaWWYkRdfMLqpU3xSE4uqqU3EPLCUt,,,,,,,,,[],,0,0,2025-07-24 18:03:32,2025-07-24 18:03:32,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://cf-ipfs.com/ipfs/QmbZ6pW1j8ZkZyrRdaWWYkRdfMLqpU3xSE4uqqU3EPLCUt"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,10.0,0,0,,
vSgFtFwZjFzUFv5SsG8PnMpiFfEcJk9yWfMmKgtpump,MOON,Mooncat,6,https://gateway.irys.xyz/M_5Zuxx3-o0HLcCs_a_dHE_cl8nTG-ws8HoHC2rH0Ys,,,,,,,,,[],,0,0,2025-07-24 18:03:33,2025-07-24 18:03:33,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://gateway.irys.xyz/M_5Zuxx3-o0HLcCs_a_dHE_cl8nTG-ws8HoHC2rH0Ys"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,9.0,0,0,,
12kmqxhXyTZgBYLR2fhR1SoigrEFCFJsTLcVQVx3V89B,$PIPER,VanEck Dog,6,https://bafkreicp7xqm7r6ckgk5tctillhwx4ogyvgo3goolxs5fppw3s2qrh2kc4.ipfs.nftstorage.link,,,,,,,,,[],,0,0,2025-07-24 18:03:33,2025-07-24 18:03:33,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://bafkreicp7xqm7r6ckgk5tctillhwx4ogyvgo3goolxs5fppw3s2qrh2kc4.ipfs.nftstorage.link"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,8.0,0,0,,
FhZPXm9vBUw16WFmreFftP1oyBwZH8jnDbY6n6wJY9mQ,$SPOO,Spooderman,9,https://gateway.irys.xyz/bNduw3miJueSVx3vQ87bymGskpI_YYIzSrPiEATSVkY,,,,,,,,,[],,0,0,2025-07-24 18:03:34,2025-07-24 18:03:34,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://gateway.irys.xyz/bNduw3miJueSVx3vQ87bymGskpI_YYIzSrPiEATSVkY"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,8.0,0,0,,
GuVofnRFUhQqmuU8LPKr3QXihiZefrNw9pJCTN1rQM6b,$Dreg,Dregon,6,https://bafkreifn4kgsovd63jfmcf2ohc5ctv5gknerthdxtwfj45bofxp2ctqnjm.ipfs.nftstorage.link,,,,,,,,,[],,0,0,2025-07-24 18:03:35,2025-07-24 18:03:35,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://bafkreifn4kgsovd63jfmcf2ohc5ctv5gknerthdxtwfj45bofxp2ctqnjm.ipfs.nftstorage.link"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,8.0,0,0,,
CWhZQKbQ6P4enMaoqwYGx2TwnES4Y8nQEPqNk5KBpump,GMFAP,DRAKE GIMP MASK,6,https://cf-ipfs.com/ipfs/Qmdzww26zR5eq6tfEgqPbT5WSq53NBNU2HkuLC1SgJDf4g,,,,,,,,,[],,0,0,2025-07-24 18:03:36,2025-07-24 18:03:36,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://cf-ipfs.com/ipfs/Qmdzww26zR5eq6tfEgqPbT5WSq53NBNU2HkuLC1SgJDf4g"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,6.0,0,0,,
8C6WCteF98mKoqSJ6ocESDM7YTZztgctGoN9LGZopump,STO,Solana CTO,6,https://cf-ipfs.com/ipfs/QmdeEWdQ7XHmVQP1tEgNUhkkJiQjDQvarLcL97QLvaWsMA,,,,,,,,,[],,0,0,2025-07-24 18:03:37,2025-07-24 18:03:37,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://cf-ipfs.com/ipfs/QmdeEWdQ7XHmVQP1tEgNUhkkJiQjDQvarLcL97QLvaWsMA"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,6.0,0,0,,
Ecm8fBZZgqqUf5sd1UYZnUs6XqBcCZNc4ZQjzL41pump,Resea,Research,6,https://cf-ipfs.com/ipfs/QmcuakuvVRpUGfnwnMqf8BDhAoTS59iR6Xv5ZSRnkoL6W4,,,,,,,,,[],,0,0,2025-07-24 18:03:38,2025-07-24 18:03:38,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://cf-ipfs.com/ipfs/QmcuakuvVRpUGfnwnMqf8BDhAoTS59iR6Xv5ZSRnkoL6W4"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,6.0,0,0,,
FFVSJiH5fAMLDT6cowQepaMZ2JaRW8HfzDHiN6zLpump,sookie,sookie,6,https://cf-ipfs.com/ipfs/QmS1G3zpmuzLSzyCDW7j2ftd9UFZZmNNcUcMNaethja4LR,,,,,,,,,[],,0,0,2025-07-24 18:03:38,2025-07-24 18:03:38,jupiter,"[""unknown""]","{""jupiter_data"": {""logoURI"": ""https://cf-ipfs.com/ipfs/QmS1G3zpmuzLSzyCDW7j2ftd9UFZZmNNcUcMNaethja4LR"", ""extensions"": {}}, ""dexscreener_data"": {}, ""jupiter_price_data"": {}}",0,0,0,,,6.0,0,0,,
