Txhash,BlockTimeUnix,BlockTime,Fee(SOL),TokenAccount,ChangeType,ChangeAmount,PreBalancer,PostBalancer,TokenAddress,TokenDecimals,TokenMultiplier
49f9hAJ2zxQuVs5h4DxJdAoWcgp1rt8UJckFCLsJzdpCagzbgxRpbL76sKmhSAqL9X6HFW55DyXZHkigSiQV3Gtu,1754211897,2025-08-03T11:04:57,0.000608,F5BADoXvi1uVU26VNRHAKdiEfJE62LfUKJPhnHmdUECZ,dec,1000000000000000,1000000000000000,0,B6kNkbYPhrVSwYhcUYu41B3HBWhheKsAxVcGvHFtpgcx,6,1.0
