Txhash,BlockTimeUnix,BlockTime,Fee(SOL),TokenAccount,ChangeType,ChangeAmount,PreBalancer,PostBalancer,TokenAddress,TokenDecimals,TokenMultiplier
2MSQeDuNA9oY429Xic6kBrBvfGK5p8KFYFUyG3YRDypCof63YaUPyA7RtwpLXN9FfqFbujXCSDUmd33yeRBK6ngq,1754203047,2025-08-03T08:37:27,8.0001e-05,Cn5nAENnB75EzhESnruzTDAtDLroNwtR1uSz6muvVXJ2,inc,126030961462,0,126030961462,Ci4VBQjNUxeJc5AMDwcvaqFhgPDbj6N7YApqGusfbonk,6,1.0
2MSQeDuNA9oY429Xic6kBrBvfGK5p8KFYFUyG3YRDypCof63YaUPyA7RtwpLXN9FfqFbujXCSDUmd33yeRBK6ngq,1754203047,2025-08-03T08:37:27,8.0001e-05,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,dec,126030961461,105210695700932,105084664739470,Ci4VBQjNUxeJc5AMDwcvaqFhgPDbj6N7YApqGusfbonk,6,1.0
5mDQ3DHFuXePzHhWGmuwnTLiyccogfBJDmXvmmsACq7Dt1oAzazLXgKYMtwt31T5khXDQEh8ZSTt9ZLxiQWWfUPS,1754154298,2025-08-02T19:04:58,8.0001e-05,Cn5nAENnB75EzhESnruzTDAtDLroNwtR1uSz6muvVXJ2,dec,484870030326,484870030326,0,Ci4VBQjNUxeJc5AMDwcvaqFhgPDbj6N7YApqGusfbonk,6,1.0
5mDQ3DHFuXePzHhWGmuwnTLiyccogfBJDmXvmmsACq7Dt1oAzazLXgKYMtwt31T5khXDQEh8ZSTt9ZLxiQWWfUPS,1754154298,2025-08-02T19:04:58,8.0001e-05,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,inc,484870030325,207916614372617,208401484402943,Ci4VBQjNUxeJc5AMDwcvaqFhgPDbj6N7YApqGusfbonk,6,1.0
5g9yFL4sENW27rfzHRGeqLYipy9ymQuGfJa4i7aTEGCRSbFQVRh4UbgiR4QUr6mgEseW6UahPM4nShPgsWQ1GffX,1754152161,2025-08-02T18:29:21,0.000113677,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,dec,147922321113,171483083708685,171335161387572,Ci4VBQjNUxeJc5AMDwcvaqFhgPDbj6N7YApqGusfbonk,6,1.0
5g9yFL4sENW27rfzHRGeqLYipy9ymQuGfJa4i7aTEGCRSbFQVRh4UbgiR4QUr6mgEseW6UahPM4nShPgsWQ1GffX,1754152161,2025-08-02T18:29:21,0.000113677,Cn5nAENnB75EzhESnruzTDAtDLroNwtR1uSz6muvVXJ2,inc,147922321112,336947709213,484870030326,Ci4VBQjNUxeJc5AMDwcvaqFhgPDbj6N7YApqGusfbonk,6,1.0
3G6NWc7EjdhLBhS4RS2FvJ61BuBG4AmgjNwzJuRKnXUPmtbTwfoEi98QJPMg2LGeXhsPEENJWRbVMNSwhJfzQrqU,1754148256,2025-08-02T17:24:16,9.3716e-05,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,dec,336947709212,222433721859579,222096774150366,Ci4VBQjNUxeJc5AMDwcvaqFhgPDbj6N7YApqGusfbonk,6,1.0
